username;date;text;id
bluemm79;2013-11-04 12:51;BioCode's Notes: Integrating the Biological Universe. #NGS #proteomics #databases #bioconductor #data | @scoopit http:// sco.lt/9KV8Ph;397345460253634560
Bioconductor;2013-10-30 18:56;#Bioconductor / #rstats developer meeting additional details http:// bit.ly/1aE3o7A;395625252895481856
Bioconductor;2013-10-30 18:53;#Bioconductor / #rstats developer meeting Cambridge, UK - Dec 9-10 http:// bit.ly/18DicjP;395624458464927744
gtamazian;2013-10-24 19:45;@Bioconductor Thanks! #Bioconductor Rsamtools FaFile proved to be really fast and effective.;393448145549815808
rnomics;2013-10-24 13:13;New #RNA -Seq Pathway and Gene-set Analysis Workflows in... http:// bit.ly/1ad7u6b #PathwayAnalysis #bioconductor #GAGE #RNAseq @MyEN;393349440813019136
antagomir;2013-10-20 16:39;Fully scalable preprocessing of arbitrarily large microarray (short oligo) atlases on ordinary desktop https:// tinyurl.com/oftnoc5 #bioconductor;391951755279204352
balcomes;2013-10-17 01:55;The Bioconductor package I wrote, interactiveDisplay, has just been released! #bioconductor #gsoc2013 http:// bioconductor.org/packages/relea se/bioc/html/interactiveDisplay.html ;390642082009735168
genetics_blog;2013-10-15 22:28;#Rstats #bioinformatics RT @mikelove : #Bioconductor 2.13 is released. >10% new packages. same low price. http://www. bioconductor.org/news/bioc_2_13 _release/ ;390227700902010880
Bioconductor;2013-10-15 21:28;#Bioconductor 2.13 is released! http:// bit.ly/GX2hqG;390212593257705472
gknoProject;2013-10-14 23:47;GViz: Plotting data and annotation information along genomic coordinates http://www. bioconductor.org/packages/2.12/ bioc/html/Gviz.html  h/t @vsbuffalo #Rstats #bioconductor;389885183538638848
seandavis12;2013-10-13 21:09;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/epivizr.html  epivizr R Interface to epiviz web app: This package;389483035898683392
seandavis12;2013-10-11 21:31;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/flipflop.html  flipflop Fast lasso-based isoform prediction as a flow;388763773500395520
seandavis12;2013-10-11 21:31;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/FGNet.html  FGNet Functional gene networks derived from biological;388763772707688450
druvus;2013-10-11 13:07;#Bioconductor v2.12 consist of 672 software packages I remember the old days when it used to be just 20 packages #R;388636850371301376
GregFinak;2013-10-11 04:02;#OpenCyto is now available on #BioConductor . Build hierarchical automated gating pipelines and templates for your large flow data sets.;388499731275476992
attilacsordas;2013-10-10 21:35;R.Gentelman: "it's data structures that drive interoperability" http://www. nature.com/nbt/journal/v3 1/n10/full/nbt.2721.html?WT.ec_id=NBT-201310  in the context of #rstats & #bioconductor;388402403801718784
genetics_blog;2013-10-02 18:01;Software for Computing and Annotating Genomic Ranges http://www. ploscompbiol.org/article/info:d oi/10.1371/journal.pcbi.1003118  #Rstats #bioconductor #genomics #bioinformatics;385449551437766656
KatherineMejia;2013-10-01 05:00;Software for computing and annotating genomic ranges" #R #Bioconductor http://www. ncbi.nlm.nih.gov/entrez/query.f cgi?cmd=Retrieve&db=PubMed&dopt=Abstract&list_uids=23950696 ;384890421035270146
SahaSurya;2013-09-30 22:01;RT @hcorrada : The metagenomeSeq paper is out in Nat. Methods. http:// bit.ly/18GGrQ7 . #metagenomics v @aphillippy #bioconductor;384785039806169088
stephaniehicks;2013-09-30 19:02;How can I take the intersection of all ranges within a single GRanges object? disjoin() almost does it, but not quite. #bioconductor #rstats;384740154960658432
seandavis12;2013-09-07 20:21;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/ASSET.html  ASSET An R package for subset-based association analysis of;376425116860960768
davidfredman;2013-08-29 05:45;@doc2r06 #bioconductor tuts: http:// goo.gl/jRSpqg , http:// goo.gl/h8GGAJ , http:// goo.gl/SZv3X Useful: http:// goo.gl/gOGB7N;372943107840421888
seandavis12;2013-08-28 00:00;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/RTN.html  RTN Reconstruction of transcriptional networks and analysis;372493972276801536
genetics_blog;2013-08-27 13:55;Nature protocols: analyzing RNA-seq with #Rstats / #Bioconductor http://www. nature.com/nprot/journal/ v8/n9/full/nprot.2013.099.html  #bioinformatics;372341629019258880
robertclab;2013-08-27 08:34;tweeDEseq paper published http:// bit.ly/1f1Oite a #rstats / #Bioconductor pkg for DE analysis of RNA-seq data with a Poisson-Tweedie model.;372260762707701760
Bioconductor;2013-08-26 00:42;Intermediate course: Understanding #rstats / #Bioconductor , Seattle Sept 30 / Oct 1 http:// bit.ly/18Ueuok;371779629880578050
laxvid;2013-08-22 13:10;@simplystats @ctitusbrown @drio R is a beast but can be tame in good hands (not mine most of the time)! #Bioconductor like community helps!;370518262402281472
neilfws;2013-08-22 04:25;All done: #bioconductor xps installs fine after "sudo apt-get install root-system";370386171387314176
neilfws;2013-08-22 04:17;OK. So a prerequisite for #bioconductor xps is something called root. Seems needlessly complex.;370384086994395136
neilfws;2013-08-22 04:10;#bioconductor xps installation (as sudo) complaining about ROOTSYS. Have never seen this before.;370382463324794880
Bioconductor;2013-08-21 02:28;#Bioconductor 2.13 Release Schedule announced http:// bit.ly/1732SQt;369994435079061504
raphg;2013-08-20 17:13;New paper from our group on Bayesian eQTL modeling (iBMQ) #rstats #bioconductor package http:// bioinformatics.oxfordjournals.org/content/early/ 2013/08/19/bioinformatics.btt485.abstract ;369854672103677952
genetics_blog;2013-08-16 21:00;#Rstats / #Bioconductor pkg for Sample Size & Power Analysis for Microarray & NGS data http://www. bioconductor.org/packages/relea se/bioc/html/SSPA.html  #bioinformatics;368462296668205056
bffo;2013-08-09 05:08;I must applaud #PLOScb 4 a software art. | #rstat #bioconductor | Software 4 Computing & Annotating Genomic Ranges | http:// dx.plos.org/10.1371/journa l.pcbi.1003118 ;365686102943735808
genetics_blog;2013-08-08 22:23;#Rstats / #Bioconductor Software for Computing and Annotating Genomic Ranges http://www. ploscompbiol.org/article/info:d oi/10.1371/journal.pcbi.1003118#!@genetics_blopg ;365584140533374976
Bioconductor;2013-08-06 23:33;RSS feeds of #Bioconductor package build status now available. http:// bit.ly/156RWMy;364876975875174401
seandavis12;2013-08-03 19:25;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/seqCNA.html  seqCNA Copy number analysis of high-throughput sequencing;363727411747512320
andrewsu;2013-08-01 17:30;last link on #Rstats / #bioconductor tutorials in addition to great material at http://www. bioconductor.org/help/course-ma terials/  of course...;362973549738205185
andrewsu;2013-08-01 17:27;just discovered a fantastic set of tutorials and training materials on #Rstats / #bioconductor http:// manuals.bioinformatics.ucr.edu/workshops & links therein;362972855480225792
seandavis12;2013-07-30 21:01;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/OmicCircos.html  OmicCircos High-quality circular visualization of omic;362302054816944129
kevin_ushey;2013-07-19 08:04;Autocomplete pkg names in library or require calls: utils::rc.settings(ipck=TRUE) Handy for those gigantic #Bioconductor pkg names #rstats;358120175666610176
genetics_blog;2013-07-12 13:15;Materials from useR! 2013 couse: #Rstats / #Bioconductor for Analyzing High-Throughput #Genomics Data http:// gettinggeneticsdone.blogspot.com/2013/07/course -materials-from-user-2013.html  #bioinformatics;355661587320803328
Bioconductor;2013-07-12 07:55;#Bioconductor / #rstats new course material from #CSAMA 2013, #useR2013 http:// bit.ly/12l5W5D;355581197851693057
seandavis12;2013-07-05 23:53;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/BiocStyle.html  BiocStyle Standard styles for vignettes and other;353285606375292928
mwanger;2013-07-05 13:24;seems to be nice for publication figure " @GenomicsIo : Gviz has rapidly become my favorite #bioconductor http://www. bioconductor.org/packages/relea se/bioc/html/Gviz.html  #Rstats ";353127215854133248
GenomicsIo;2013-07-05 13:12;And here is a nice presentation about Gviz with great examples of the capabilities http://www. bioconductor.org/help/course-ma terials/2012/BiocEurope2012/GvizEuropeanBioc2012.pdf  #bioconductor #Rstats;353124157459939328
GenomicsIo;2013-07-05 13:08;Gviz has rapidly become my favorite #bioconductor package for visualizing our sequencing (and array) data http://www. bioconductor.org/packages/relea se/bioc/html/Gviz.html  #Rstats;353123169764245504
Bioconductor;2013-07-01 03:14;#Bioconductor / #rstats Annual Conference Seattle July 17 (Dev. Day) 18-19 early registration ends July 1 http:// bit.ly/12Wr2ww;351524277390020608
seandavis12;2013-06-29 20:25;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/RDAVIDWebService.html  RDAVIDWebService An R Package for retrieving;351058915821228032
genetics_blog;2013-06-29 15:00;PING 2.0: an #Rstats / #Bioconductor package for nucleosome positioning using #NGS data http:// bioinformatics.oxfordjournals.org/content/early/ 2013/06/20/bioinformatics.btt348.abstract  #bioinformatics;350977060719689728
daweonline;2013-06-27 07:28;Why on earth #R is so incredibly slow? More precisely: why #bioconductor packages are so terribly designed?;350138554195787776
genetics_blog;2013-06-24 18:00;Count-based differential expression analysis of RNA-seq data using #Rstats and #Bioconductor http:// arxiv.org/abs/1302.3685 #bioinformatics #arXiv;349210418910212096
seandavis12;2013-06-22 19:32;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/flowBeads.html  flowBeads flowBeads: Analysis of flow bead data: This;348508917518708737
hashonomy_gus;2013-06-20 00:24;[1302.3685] Count-based differential expression analysis of RN... http:// hashonomy.com/khaf/ #rna #sequencing #bioconductor (via @bioinfosm );347495139750580224
stephaniehicks;2013-06-19 22:36;Getting started with #samtools and Rsamtools http:// statisticalrecipes.blogspot.com/2013/06/gettin g-started-with-samtools-and.html  #genomics #bioinformatics #NGS #rstats #bioconductor;347467958550925314
seandavis12;2013-06-18 19:51;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/vtpnet.html  vtpnet variant-transcription factor-phenotype networks;347064117883973632
Bioconductor;2013-06-15 21:15;#Bioconductor / #rstats BioC 2013 Annual Conference Developer Day starting to take shape http:// bit.ly/18LatGz;345998037665067008
Bioconductor;2013-06-15 21:14;#Bioconductor / #rstats BioC 2013 Annual Conference July 18-19 http:// bit.ly/12Wr2ww final days for Workshop proposals!;345997700996681728
MarcosEgeaCorti;2013-06-14 13:56;@WyoWeeds @ReskiLab @zentree BTW calling R hippie considering that #Bioconductor is R is hilarious;345525227888984064
QuartzBio;2013-06-12 10:11;Quartz Bio @QuartzBio supports the R foundation for Statistical Computing http://www. r-project.org / #R / #Rstats / #Bioconductor / #Bioinformatics;344743867184205824
RashiNaresh;2013-06-07 20:23;And now ' #R ' is the new annoying thing in life. *sigh* #Bioconductor;343085802764500992
drng;2013-06-07 01:00;Oh zing. The latest version of #R 3.0.1 has been named "Good Sport" #Gatsby #NerdHumor #Bioconductor pic.twitter.com/ulh0D19N58;342793200735498240
laxvid;2013-06-05 20:01;Creating cool heatmaps using package Heatplus #R #bioconductor;342355393269334016
SahaSurya;2013-05-31 11:35;RT @attilacsordas "Using R and #Bioconductor for proteomics data analysis."by @lgatt0 #arxiv http:// arxiv.org/abs/1305.6559 #bioinformatics;340416288637714432
Bioconductor;2013-05-30 23:19;#Bioconductor / #rstats 2013 conference with about a dozen afternoon practicals http:// bit.ly/1aFDjDT travel scholarship deadline June 10.;340230981686525952
neilfws;2013-05-29 11:00;Struggling to download some of the larger files from #bioconductor website for past couple of days.;339682624324915200
RevoJoe;2013-05-23 19:15;#rstats , #bioconductor and C++ make a platform for #bioinformatics : see Milwaukee ASA workshop http:// bit.ly/12Q0A4C;337632820484784128
bioinfosm;2013-05-21 18:52;r3Cseq: long-range genomic interactions from chromosome conformation capture & #NGS data http:// nar.oxfordjournals.org/cgi/content/lo ng/gkt373v1  #bioconductor #sequencing;336902332937797632
Bioconductor;2013-05-17 17:49;Reminder: Course: Intermediate #rstats / #Bioconductor for High-Throughput Sequence Analysis, 28-29 May, Seattle, http:// bit.ly/10sMFg3;335436859142438913
nlavielle;2013-05-17 11:21;Faire joujou sur un package R pour voir s'il nous intresse ? J'aime mon boulot :) ! #R #bioconductor #gwascat #ggbio;335339379209957376
seandavis12;2013-05-15 19:11;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/flowFit.html  flowFit Estimate proliferation in cell-tracking dye;334732860332314624
seandavis12;2013-05-11 20:01;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/XVector.html  XVector Representation and manpulation of external;333295834638741504
genetics_blog;2013-05-09 16:24;Very nice post on the beauty of #Bioconductor by @vsbuffalo http:// vincebuffalo.com/2012/03/08/the -beauty-of-bioconductor.html  #Rstats;332516321495486466
GenomicsIo;2013-05-07 17:03;#bioconductor #Gviz is awesome for visualizing our data & after 2 hours of digging I found solution for setting y-axis scale for all tracks;331801499145482240
rnomics;2013-05-06 14:05;Workshop on #RNA -Seq data analysis: From Raw Sequence Data To mining... http:// bit.ly/10j2J5i #Events #bioconductor #galaxy #RNAseq @MyEN;331394209925976065
genetics_blog;2013-05-02 23:53;Joint analysis of multiple ChIP-Seq datasets with #Rstats #Bioconductor . Paper: http:// genomebiology.com/2013/14/4/R38/ abstract  ...software: http:// bioconductor.org/packages/relea se/bioc/html/jmosaics.html ;330092829206511616
Bioconductor;2013-05-01 18:31;Course: Intermediate #rstats / #Bioconductor for High-Throughput Sequence Analysis, 28-29 May, Seattle, http:// bit.ly/10sMFg3;329649185668345856
laxvid;2013-04-26 15:40;Installing #R #bioconductor with #Rstudio on the new MacBook Pro. Getting it ready for production.;327794434555125760
Bioconductor;2013-04-26 01:12;#Bioconductor / #rstats 2013 conference updated sponsors, speakers, activities, and deadlines http:// bit.ly/12Wr2ww .;327575961639985153
coxtonyj;2013-04-24 13:56;Our BaseSpaceR package is now part of #Bioconductor 2.12 http:// bioconductor.org/packages/relea se/bioc/html/BaseSpaceR.html ;327043278857969664
seandavis12;2013-04-21 19:08;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/sSeq.html  sSeq Shrinkage estimation of dispersion in Negative Binomial;326034618463690753
hongqin;2013-04-18 15:07;require(org.Sc.sgd.db)
x <- org.Sc.sgdALIAS
ls(x)[grep("^Y..\\d{3}", ls(x))] #bioconductor #yeast;324886829990047745
hongqin;2013-04-18 14:11;#bioconductor gene set enrichment analysis, Chao-Jen Wong http://www. bioconductor.org/help/course-ma terials/2010/SeattleJan10/day2/GeneSetEnrichment.pdf ;324872893529997313
riccombeni;2013-04-17 09:49;#bioconductor package for deconvolution of heterogeneous tissue samples from RNA-seq data http:// bioinformatics.oxfordjournals.org/cgi/content/lo ng/29/8/1083 ;324444383543963648
genetics_blog;2013-04-16 13:47;SeqGSEA - gene set / pathway analysis for RNA-seq w/ #Rstats #Bioconductor http:// bioconductor.org/packages/relea se/bioc/html/SeqGSEA.html  #NGS #Bioinformatics;324141985168519171
Bioconductor;2013-04-12 19:39;Work on Google Summer of Code projects for #Bioconductor - contact us now with project proposals. #rstats http://www. bioconductor.org/developers/gso c2013/ ;322781089376636928
genetics_blog;2013-04-10 16:34;RNA-seq now in #Rstats limma package. Manual: http://www. bioconductor.org/packages/relea se/bioc/vignettes/limma/inst/doc/usersguide.pdf  #Bioconductor #bioinformatics h/t @mattVDiLeo;322009732191760384
diXa_FP7;2013-04-09 12:22;Maximum nmb of participants for the #diXa course - Microarray Analysis using #R and #Bioconductor almost reached! http:// goo.gl/jCDgL;321583925942165506
raphg;2013-04-08 06:14;@xieyihui Very cool. I would love for everything to stay within GitHub, including #rstats & #Bioconductor package dev, checks, and builds.;321129005656973312
seandavis12;2013-04-05 05:10;New to #bioconductor http:// bioconductor.org/packages/2.13/ bioc/html/BiSeq.html  BiSeq Processing and analyzing bisulfite sequencing data;320025722989195264
genetics_blog;2013-04-01 20:51;Code to create a limma expressionset object from Illumina BeadArray https:// gist.github.com/stephenturner/ 4165059  #Rstats #bioconductor;318812828515577858
seandavis12;2013-03-30 18:52;New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/copynumber.html  copynumber Segmentation of single- and multi-track;318073204948217859
BioMickWatson;2013-03-26 19:52;RT @seandavis12 New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/metagenomeSeq.html  metagenomeSeq Statistical analysis for sparse high;316638873444827136
diXa_FP7;2013-03-26 10:10;Still a few spaces available for the #diXa : #Microarray Analysis using #R and #Bioconductor course. Register now! http:// goo.gl/jCDgL;316492408592412672
yuifu;2013-03-24 16:36;transcriptEnsembl #R #Bioconductor http:// qiita.com/items/78d3dc61 1aed286f49a5 ;315864654121406464
yuifu;2013-03-21 03:54;Transcriptdb #R #Bioconductor - Qiita by @yuifu on @Qiita_jp http:// qiita.com/items/4bab5f71 3aa75bd18a84 ;314585756389748736
genetics_blog;2013-03-19 21:12;RNA-seq power calculations in #rstats http:// bioconductor.org/packages/2.12/ bioc/html/RNASeqPower.html  #Bioinformatics #bioconductor;314122176355774464
Bioconductor;2013-03-15 17:16;#rstats / #Bioconductor Annual Conference BioC2013 July 17, 18, 19 Seattle WA Registration open http:// bit.ly/12Wr2ww;312613323646566402
genetics_blog;2013-03-13 18:31;DESeq2 for RNA-seq now available on #Bioconductor http://www. bioconductor.org/packages/devel /bioc/html/DESeq2.html  details: http:// seqanswers.com/forums/showthr ead.php?t=28350  #rstats #bioinformatics #NGS @myen;311907312652648448
SAGRudd;2013-03-04 03:00;virtualArray: an #Rstats / #bioconductor package to merge raw data from different microarray platforms = #w00t @http:// buff.ly/Yll0Qi;308411703467581440
seandavis12;2013-02-26 19:51;New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/pRoloc.html  pRoloc A unifying bioinformatics framework for spatial;306491711260073985
seandavis12;2013-02-21 19:29;New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/cisPath.html  cisPath Visualization of the Shortest Functional Paths;304674098821361664
Bioconductor;2013-02-21 17:54;@ucfagls @duffy_ma For #Bioconductor packages choose a Bioc mirror via setRepositories(), or use http:// bioconductor.org/install/ for bioc & CRAN;304650259504717824
diXa_FP7;2013-02-20 09:48;Registration for #diXa " #Microarray Analysis using R and #Bioconductor " course, 14-16 May at EBI, UK is now open http:// goo.gl/jCDgL;304165571447119873
Bioconductor;2013-02-19 20:57;New course material: Intermediate #rstats / #Bioconductor for Sequence Analysis, http:// bit.ly/WUYjn7;303971606185799680
wakuteka;2013-02-12 17:45; / Biostrings::readDNAStringSetmultifasta #R #Bioconductor - Qiita http:// htn.to/hxUG5p;301386652352405504
genetics_blog;2013-02-09 16:04;RamiGO: an #Rstats #Bioconductor package providing an AmiGO #dataviz interface http:// bit.ly/W7BQ4f;300274051069394944
seandavis12;2013-02-06 19:33;New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/lpNet.html  lpNet Linear Programming Model for Network Inference: lpNet;299239411294552065
seandavis12;2013-02-06 19:33;New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/SomatiCA.html  SomatiCA SomatiCA: identifying, characterizing, and;299239388402024448
mt_morgan;2013-02-06 17:08;@BayesMonk  Ask on the #Bioconductor mailing list http:// bioconductor.org/help/mailing-l ist/mailform/  (no subscription required) where you provide format & details.;299203044434915328
radaniba;2013-01-29 16:06;Intermediate #R / #Bioconductor for High-Throughput #Sequence #Analysis http://www. biocodershub.net/community/disc ussions/topic/intermediate-r-bioconductor-for-high-throughput-sequence-analysis/ ;296288235141881857
Bioconductor;2013-01-29 16:05;A few places and a little time to enrol in #rstats / #Bioconductor Feb 14 / 15 Seattle sequence analysis course https:// bitly.com/ZEor2X;296287898578341888
PabloPGar;2013-01-25 00:16;Os presento parte de lo que es mi primera programacin :-) #RStatistics #Bioconductor pic.twitter.com/Jsc66OkH;294599629532692480
neilfws;2013-01-24 01:12;The oligo package documentation at Github is very good: https:// github.com/benilton/oligo /wiki/Getting-the-grips-with-the-oligo-Package  #rstats #bioconductor;294251224319008768
peccul;2013-01-23 14:49; } UCSC Genome Browser Rplot #Bioconductor #R - Qiita http:// qiita.com/items/a99d5fb9 f24367f55461 ;294094391910473730
number_three;2013-01-22 17:18;Nice new #bioconductor #genome tool in R to access SRA data from @NCBI and ENA: http:// bit.ly/10E4cYz;293769528775696384
genetics_blog;2013-01-22 15:13;GSVA: gene set variation analysis for microarray and #RNASeq data http://www. biomedcentral.com/1471-2105/14/7 /abstract  #bioinformatics #Rstats #bioconductor @myen;293738220376690688
number_three;2013-01-22 03:29;New handy #bioconductor source code search tool: http:// search.bioconductor.jp / #rstats;293561101021491202
stephaniehicks;2013-01-21 20:58;DriverNet = identifying driver mutations using mRNA expression networks; available on #Bioconductor #genomics http:// genomebiology.com/2012/13/12/R12 4/abstract ;293462549708546048
dritoshien;2013-01-20 18:01;I updated a full source code search engine for Bioconductor 2.12 (devel). http:// search.bioconductor.jp / #rstats #Bioconductor;293055600177319936
seandavis12;2013-01-17 13:55;Finally got our SRAdb #bioconductor / #rstats manuscript out: http://www. biomedcentral.com/1471-2105/14/1 9/abstract ;291906674980179968
drchriscole;2013-01-16 19:28;Got it. Many thanks.RT @Bioconductor Please seee the second posting here: http://www. genome.jp/kegg/docs/plea .html  #bioconductor;291627908047466496
wakuteka;2013-01-16 09:28;DNAR #Bioconductor #R - Qiita http:// htn.to/BSVB33;291477030724308993
drchriscole;2013-01-13 20:54; @seandavis12 : New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/KEGGREST.html  KEGGREST Client-side REST access to KEGG how does it fit with licencing model?;290562377454342144
seandavis12;2013-01-13 19:32;New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/KEGGREST.html  KEGGREST Client-side REST access to KEGG: A package that;290541780213051392
wakuteka;2013-01-13 08:46;UCSC Genome Browser Rplot #Bioconductor #R - Qiita http:// htn.to/AXmuyD;290379256008159232
egonwillighagen;2013-01-12 10:17;@antagomir ah, ok :) I had not seen that, or maybe just ignored it. Well, that settles it then :) #BioConductor it is;290039676516052992
Bioconductor;2013-01-12 01:07;Course: Intermediate #rstats / #Bioconductor for sequence analysis http:// bit.ly/ZEor2X;289901407375589377
wakuteka;2013-01-11 08:56; /  #R #Bioconductor - Qiita http:// htn.to/ch6bmC;289657052119306240
genetics_blog;2013-01-07 13:39;RamiGO: #Rstats #Bioconductor package providing an AmiGO #geneontology #Dataviz interface http:// bioinformatics.oxfordjournals.org/content/early/ 2013/01/05/bioinformatics.bts708.short?rss=1  #bioinformatics;288278723495616512
rmflight;2013-01-06 02:33;just when i was going to try and resolve them, #categoryCompare build problems resolve themselves on #bioconductor;287748583699128323
rnomics;2013-01-04 15:38;RNA-Seq Workshop  An introductory course to #RNA -Seq: Centro di... http:// bit.ly/WqUG3V #Events #BampGu #bioconductor #RNAseq @MyEN;287221427487272962
seandavis12;2012-12-22 00:02;New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/Rbowtie.html  Rbowtie R bowtie wrapper: This package provides an R;282274969789014016
genetics_blog;2012-12-18 12:11;+1 #Rstats #Bioconductor RT @brent_p : I'd like to see the comparison from the DEXSeq paper run on the new cuffdiff2.;281008853628366848
seandavis12;2012-12-15 19:28;New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/rTANDEM.html  rTANDEM Encapsulate X!Tandem in R.: This package;280031659372445696
tim_yates;2012-12-15 09:22;heading to Zurich airport after a fun* 2 days of #bioconductor (* after my talk);279879154839744512
tim_yates;2012-12-14 08:08;also, the GViz #bioconductor package looks awesome #rstats;279498057974947840
tim_yates;2012-12-14 08:07;GRanges objects are getting the $ operator to bring them in line with data.frame, RangedData et al. #rstats #bioconductor;279497786267934721
antifreezeprot;2012-12-13 14:53;Enjoying the Bioconductor European Developers Workshop 2012 with the huge concentration of Macbooks. :) :) #bioconductor #bioinformatics #R;279237690203987968
genetics_blog;2012-12-11 16:53;RNA-seq analysis with #Rstats #Bioconductor DESeq, DEXSeq, edgeR (PDF): http:// faculty.ucr.edu/~tgirke/HTML_P resentations/Manuals/Workshop_Dec_6_10_2012/Rrnaseq/Rrnaseq.pdf  #bioinformatics #NGS;278543113075695616
gvegayon;2012-12-11 13:34;@raimun2 mira #bioconductor http:// bit.ly/U2Eupo y AniWiki http:// bit.ly/VQ4F7Y #rstats #viz #dynamics;278492910981349376
Initworks;2012-11-28 15:19;Built 64 bit #R & #Bioconductor on #Solaris 10, https://www. initworks.com/wiki/pages/vie wpage.action?pageId=6521038 ;273808412469501952
braincode;2012-11-23 09:03;Attending a #RNAseq master class by @mikaelhuss @karolinskainst on #R #bioconductor affy, lumi, DESeq, edgeR Nice post: http:// bridgecrest.blogspot.se/2011_09_01_arc hive.html ;271901844823998464
seandavis12;2012-11-17 18:58;New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/pRoloc.html  pRoloc A unifying bioinformatics framework for organelle;269877222955950080
mglbranco;2012-11-13 22:09;@physorg_com News about software like #cytoscape or #bioconductor would be much more appreciated...;268475597087440896
hrhotz;2012-11-13 15:45;New job opening at the FMI for a #bioconductor and #usegalaxy person: http://www. fmi.ch/Careers/JobDet ails.html?jobID=158 ;268378954468057088
neilfws;2012-11-06 00:49;IlluminaHumanMethylation450k.db install fails unless you install AnnotationForge #bioconductor #rstats;265616808873168896
rOpenSci;2012-11-05 04:41;Inerest in an #rstats pkg for @23andme ? MT @davekincaid : Very cool. Analyze your @23andme data using R & #bioconductor http:// bit.ly/VpPLon;265312850392805376
davekincaid;2012-11-04 13:45;Very cool. Analyze your @23andme data using #Rstats and #bioconductor http:// bit.ly/VpPLon;265087440505692160
AlyaaMahmoud;2012-10-30 21:19;@AhmedMoustafa @mrrizkallah and dataset within used as the main example through out " #Bioconductor case studies";263389626646003712
seandavis12;2012-10-18 19:35;New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/deepSNV.html  deepSNV Detection of subclonal SNVs in deep sequencing;258999881463656448
pinin4fjords;2012-10-17 18:13;Why didn't I know about phenoTest in #bioconductor ? Painlessly test association between expression/ clinical variables: http:// bit.ly/TuWXt5;258616817357058048
steevmi1;2012-10-16 23:57;One homework down, one to go. #rstats #bioconductor;258341042548523009
seandavis12;2012-10-16 19:08;New to #bioconductor http:// bioconductor.org/packages/2.12/ bioc/html/cancerclass.html  cancerclass Development and validation of diagnostic;258268310859296768
genomematt;2012-10-09 01:24;More conservative F-test in next #bioconductor release of #edgeR . Chi Sq optimistic due to estimated vs true dispersion;255463739418099713
genetics_blog;2012-10-08 18:00;#Bioconductor Packages for Analyzing Chip-seq Data http:// bioscholar.com/genomics/bioco ndutor-packages-analyzing-chip-seq-data/  #rstats #bioinformatics @myen;255352074815029248
pulistbook;2012-10-05 19:26;http://www. pulist.net/bioconductor-c ase-studies-use-r.html  #Bioconductor #Software #Cancer #Research Bioconductor Case Studies (Use R!);254286336507400193
davidfredman;2012-10-05 11:07;#bioconductor update to 2.11: biocLite("BiocUpgrade"). Refreshingly simple.;254160913228255232
raphg;2012-10-04 20:24;New QUAliFiER paper for flow QA http:// goo.gl/Z1Oxi #bmcbioinformatics #Rstats #bioconductor #cyto #rglab #openaccess;253938698322866177
stephaniehicks;2012-10-03 15:48;ggbio = new R package useful for graphics of genomic data #bioconductor #ggplot2 #dataviz #genomics #bioinformatics http:// genomebiology.com/2012/13/8/R77/ abstract ;253506855102468096
rnomics;2012-09-30 07:56;RT @freesci : RT @DrDuaneHassane : Paper is now out on easy#RNASeq. A #BioConductor package... http:// bit.ly/VddFRP #phylogenomics_gen @MyEN;252300884132909056
DrDuaneHassane;2012-09-29 19:17;Paper is now out on easyRNASeq. A #BioConductor package to process RNA-seq data http:// ow.ly/e5th1;252109836366532609
watsonhaigh;2012-09-27 00:00;#bioconductor supports @AARNet mirror as of #BioC 2.10 ( #R 2.15.0). Use chooseBioCmirror() after sourcing the biocLite.R file;251093943238938624
BennyChain;2012-09-20 19:39;Just submitted and had accepted new #microarray analysis package "agilp" on #bioconductor . Try it out! http://WWW. Bioconductor.org;248853792458686465
